datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
2026-01-07 10:35:00,26133.05,0.13848,0.13213,0.12246648051442317,0.11483840572111348,0.109,0.10357,0.10375,0.09754,0.09843,0.09513428208416456,0.09299,0.09122821303769184,0.08935,0.08769,0.18189876875690802,0.17607,0.17133,0.16478,0.15931338509218995,0.15317,0.1486,0.142521939371893,0.13675,0.13159,0.12694,0.12169,0.11634418423353664,0.11086
2026-01-07 10:40:00,26144.05,0.1319621050068237,0.1239,0.11656867668613753,0.11069,0.10628781481422299,0.10253,0.09977745399487187,0.09761,0.09496,0.0927280808783178,0.09067,0.08891096338371794,0.08738,0.08609,0.18288,0.17732297231080407,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12222781527629299,0.11697,0.11208670045258791
2026-01-07 10:45:00,26141.15,0.12448,0.120268403342297,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09479726349850448,0.09195,0.09043,0.08885,0.08722533980743476,0.08575,0.18131,0.1766,0.1709487100965789,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.1121478358661323
2026-01-07 10:50:00,26146.85,0.15441,0.12166,0.12264,0.12576,0.11054435014991838,0.10062,0.10355491719358768,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17658520900312835,0.17128,0.1657,0.15997977753625672,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
2026-01-07 10:55:00,26168.55,0.11618,0.09908,0.10582,0.10209848993480834,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.1557134767699595,0.1501,0.14478,0.13937,0.13411,0.12903,0.12353061840574475,0.11815,0.11277
2026-01-07 11:00:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08834630948785228,0.18281,0.17727,0.17264,0.16635,0.1609260506898092,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
2026-01-07 11:05:00,26182.1,0.08900397149687127,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09503826998872007,0.0919,0.0899897660987387,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.15647486310884118,0.15102,0.14572,0.1403638289462906,0.13508,0.1298690883285996,0.12479,0.11928,0.11373
2026-01-07 11:10:00,26166.7,0.10995602512517404,0.10165,0.12041,0.11279289140364894,0.10432,0.10239102587032892,0.09653,0.09486689763046467,0.09205,0.08991,0.08867,0.0868932939189096,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.1498925012884038,0.14469,0.13988,0.13401,0.12902522064042007,0.1239,0.11804,0.11274
2026-01-07 11:15:00,26148.15,0.15103,0.12068,0.11816299174089674,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09552818375928158,0.09307,0.0912571479549932,0.08902,0.08724,0.18212,0.17646,0.17107289560821384,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12745186613707588,0.12244,0.11685,0.11124
2026-01-07 11:20:00,26148.9,0.13325,0.1294708404297883,0.13221,0.10563,0.10438,0.10039074898842199,0.09484,0.09535,0.09244281631825362,0.0912,0.08892,0.08742,0.0862,0.08517,0.1818709918113631,0.17612,0.17222,0.16569,0.16006778133948293,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12220401092780246,0.11682,0.11139
2026-01-07 11:25:00,26140.4,0.14019,0.13835831341150867,0.13724,0.11602,0.10911,0.10542744373745598,0.1008537562551843,0.09746594156465813,0.09524060621971055,0.09357,0.09156028724079303,0.08967,0.08807,0.08663,0.18106831654548736,0.17534,0.17146,0.16493,0.15901,0.15337,0.14813817567641116,0.14296,0.13721,0.13166,0.12663197069196364,0.12146,0.1159,0.11031
2026-01-07 11:30:00,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15428283711985918,0.1487039574252443,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
2026-01-07 11:35:00,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08773664899767297,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12249262635667557,0.11739,0.11192
2026-01-07 11:40:00,26147.1,0.1293661177815853,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10029259040764384,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17108771567625164,0.16608,0.15948,0.15385,0.14842,0.14309581763150514,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
2026-01-07 11:45:00,26136.15,0.15533,0.13021,0.12347,0.11394042924772478,0.10991914227327154,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08867683981424102,0.08711,0.18118,0.17565,0.17036923197427042,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11582030501409649,0.11045
2026-01-07 11:50:00,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10108275934202915,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.0858778620132572,0.08458,0.18163,0.17566,0.17026472849955634,0.16488,0.15896,0.15312,0.1477,0.14256,0.13713152121705482,0.13173,0.127,0.12127,0.11611,0.11082
2026-01-07 11:55:00,26126.7,0.15560713083813885,0.13681,0.12324723242362623,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09281354781574928,0.09077,0.08914589091311355,0.08749,0.08637,0.18119,0.1756515603224031,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
2026-01-07 12:00:00,26121.55,0.16447,0.14018,0.12062,0.11229289566201818,0.1067215710637941,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08752442847847926,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.1523411625795485,0.14659,0.14120486471161062,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
2026-01-07 12:05:00,26110.95,0.17059,0.14532884013602418,0.12592,0.11854,0.11393,0.10904,0.10471,0.10030732388378273,0.09754657033002574,0.09505,0.09261,0.09097746820568407,0.0893055978972079,0.08731,0.18024,0.17388,0.16946,0.16361,0.15775525138674318,0.152059722299634,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
2026-01-07 12:10:00,26110.45,0.16897269900740144,0.14699,0.12624,0.12268,0.11388874894879894,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.0895281979214006,0.18051,0.17387,0.1684262386621716,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
2026-01-07 12:15:00,26107.4,0.1726,0.14730686467208381,0.1281,0.11917198696254726,0.11242544926896628,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.15137993138889744,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.1149770157487619,0.11014942646847604
2026-01-07 12:20:00,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09590476010472135,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16828172752124787,0.16293,0.15675,0.15088,0.1457695245302052,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11056757455259808
2026-01-07 12:25:00,26106.55,0.14529,0.13463835764596555,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.0903114514820035,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14608933507622596,0.1408,0.13569152186930464,0.13065871125595963,0.12583,0.12057,0.11544,0.11046
2026-01-07 12:30:00,26108.85,0.13861531280915837,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09150192573458937,0.08962,0.0881,0.17935032890377156,0.17382,0.1680457611985236,0.1624271935729252,0.15713,0.15127,0.14704,0.141194362135734,0.13591852399588583,0.13053,0.12554,0.12044,0.11535,0.11008
2026-01-07 12:35:00,26106.25,0.13895,0.1286962480257899,0.1212467820043341,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09112120395542382,0.08912,0.09000662312405744,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.11057286511087014
2026-01-07 12:40:00,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09959333251614845,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11143907731879922
2026-01-07 12:45:00,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10228095348097528,0.0982,0.09613,0.09317,0.09116,0.08921,0.08769040088845324,0.08642,0.1774956435917225,0.17193,0.16655521088914416,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11932229075570161,0.11438713322280959,0.10937
2026-01-07 12:50:00,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.09051728946628164,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.14514092254273056,0.13954,0.13415,0.12916865953357778,0.1243,0.1192,0.11391,0.10931214120558752
2026-01-07 12:55:00,26089.25,0.13253919928949373,0.12780242427196656,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17909541166355386,0.1734161521449603,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10923873143315993
2026-01-07 13:00:00,26099.15,0.13774,0.12917290778703674,0.12114,0.11955,0.11469,0.10982,0.10508156515777764,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.1685562288452976,0.16276,0.15729,0.1513,0.1458467311621171,0.14022,0.13486548615816754,0.12951,0.12442,0.11914,0.1141,0.10896
2026-01-07 13:05:00,26103.3,0.1224105705582406,0.11724,0.11793174299196936,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09357251653516616,0.09115,0.08926,0.0873,0.08606,0.17966,0.17414711220911364,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.1298354446199505,0.12461,0.11956,0.11452,0.10938
2026-01-07 13:10:00,26105.85,0.13259,0.11512,0.1175245707147108,0.11921,0.10758,0.10426,0.10056,0.09767790034203756,0.09497,0.09178,0.08993,0.08809,0.08670967216942944,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14599232321447653,0.14036,0.13536,0.13023814754101234,0.12528,0.11997,0.11473,0.10925
2026-01-07 13:15:00,26097.2,0.13545,0.12209,0.11944022161367567,0.11571301269384046,0.11389,0.10820995719025095,0.10413437249596323,0.10025,0.09667,0.09342,0.0919,0.08937,0.0877938728477482,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13495628638657603,0.1298,0.1249,0.11945,0.11408,0.10916
2026-01-07 13:20:00,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08751881765627843,0.08593,0.08506,0.17786,0.17271,0.16753503585977594,0.16248,0.15609,0.15123,0.14535,0.14014768134203542,0.1348,0.12982,0.12453478975147003,0.11942523770830442,0.11434689194509307,0.10935
2026-01-07 13:25:00,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.09124968064653567,0.09043256593590002,0.08975243072319511,0.17677,0.17141,0.16651,0.16114,0.15549322607499036,0.14992,0.14396,0.13872,0.13332851518407235,0.1280614253147832,0.12294,0.11771,0.11287,0.10858620876773972
2026-01-07 13:30:00,26070.0,0.14088,0.13882441250327493,0.13783,0.11987,0.11361,0.10953729007382618,0.10439103914352502,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08830620747611433,0.17822,0.17166,0.16631234269408307,0.16075,0.15539,0.14993,0.14413698566361638,0.13846,0.1331474350204346,0.12764,0.12272,0.11749869614126886,0.11258,0.1072
2026-01-07 13:35:00,26074.55,0.151065074218163,0.14152012419625257,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.1725923523409441,0.16691,0.16108,0.15549293585700055,0.14990510744694654,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10733031027278508
2026-01-07 13:40:00,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.11020933631328236,0.104,0.10033,0.09781,0.09458686022795025,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.1496896922325759,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11254206856943662,0.10731
2026-01-07 13:45:00,26072.8,0.14352048512860627,0.1375,0.13079135697489408,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17242899010533583,0.16658,0.16074,0.15498495762421635,0.14982,0.14267,0.13852,0.1328108074167641,0.1272,0.12272,0.11748,0.11227,0.10712
2026-01-07 13:50:00,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.17862699189153866,0.1727187950442947,0.16703,0.1612540474138051,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797
2026-01-07 13:55:00,26079.6,0.13406,0.13344572816397857,0.13283,0.12454,0.11271,0.11314,0.10699380722516977,0.10267,0.09951,0.09595,0.09371,0.09128,0.089289790479487,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14426961623271056,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10823324283316177
2026-01-07 14:00:00,26088.65,0.12683,0.12726,0.12030308871240517,0.11522047082622983,0.10839,0.10736,0.10616,0.10137513531440483,0.09891,0.09497,0.09279710559963297,0.09048,0.08855,0.08723,0.17765502515148252,0.17215882037796845,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
2026-01-07 14:05:00,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09928177209016253,0.09620306353167453,0.09296,0.09098,0.08867112069289469,0.0871,0.08586,0.17797,0.17139,0.16710170177419692,0.16253,0.15631589509745644,0.15048,0.14520983172696625,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
2026-01-07 14:10:00,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09140293732427102,0.08935408851921305,0.08774,0.086129886665097,0.08509,0.17716891250482592,0.17169,0.16716475909639242,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12967985726971876,0.12445,0.11951,0.11389,0.10872
2026-01-07 14:15:00,26097.3,0.1254866095416275,0.12055,0.11426,0.11114,0.10676735721383376,0.10373,0.09785,0.09599286143205875,0.09355,0.09092,0.0891558760311156,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
2026-01-07 14:20:00,26090.7,0.12516,0.12549,0.11905045390129078,0.11458,0.10805,0.10504004675148769,0.10217,0.09626,0.09463,0.09177,0.08988,0.0878445716807413,0.08632,0.0852,0.17653216626350338,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13955719334553504,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826
2026-01-07 14:25:00,26090.45,0.1254,0.12569,0.11921126793747913,0.11309,0.11201,0.10649812042336958,0.10202,0.09924520550962869,0.09695,0.09333,0.09125,0.08910975827746785,0.08744,0.08588,0.17707,0.1725168221740049,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
2026-01-07 14:30:00,26098.65,0.11775,0.11726674160815824,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08626898711056569,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12387521750329406,0.11906,0.11385,0.11018998547124903
2026-01-07 14:35:00,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.0892265867970192,0.08820931123819632,0.17696,0.17096,0.16667843153913095,0.16168909747259708,0.15715,0.15041,0.1454461735891194,0.14,0.13416,0.12901300173070276,0.12393,0.11829,0.11314248376069551,0.10792
2026-01-07 14:40:00,26097.55,0.11889,0.12046,0.12077697902523242,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.0917598548365249,0.09003,0.08824,0.0868,0.1780233087942769,0.17267,0.16855,0.1631336898027383,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10835344123450547
2026-01-07 14:45:00,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17859423171590813,0.17329,0.16884229020758543,0.16401,0.15796187103012038,0.15169,0.14639,0.14074249842038222,0.13506,0.12989,0.12485,0.11942592307923874,0.11414,0.10918
2026-01-07 14:50:00,26098.4,0.13162,0.13675,0.12915,0.12292,0.11776765876547982,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.09037546690325023,0.08958269360822504,0.17642,0.17285592496273566,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11836353007432066,0.1132,0.108
2026-01-07 14:55:00,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09787199541730154,0.09552,0.09223,0.09015,0.08829536927527677,0.0865,0.08529,0.17946,0.1737,0.16935,0.1639764629254769,0.15885,0.15268275770168038,0.14645,0.14127,0.13550968789616172,0.12937,0.12507,0.11986,0.11433,0.10908
2026-01-07 15:00:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10129555937976943,0.09855,0.0946,0.09262639660209962,0.09028,0.08881,0.08709,0.08574236707928107,0.08446,0.17827,0.17432548179427462,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.11121202351878282
2026-01-07 15:05:00,26133.7,0.11118,0.11022,0.11108082827862918,0.11163,0.10334,0.10225,0.09753,0.09433,0.09232827341040366,0.08993,0.08822,0.08652,0.0851949612595795,0.08421,0.17893,0.175,0.16966,0.16599,0.15900383973154195,0.15163,0.14746,0.14188516867784295,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998
2026-01-07 15:10:00,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08255170189835383,0.17966349494640507,0.17441,0.17030022953802865,0.16564,0.16034,0.15424,0.14886168288636686,0.14318159922869056,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055
2026-01-07 15:15:00,26147.8,0.10654,0.11355,0.10582,0.09637,0.09611284199646548,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.16019089928145624,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.12182651608145087,0.11657,0.11235079574294367
